Yakka Opening Book

Total Book Positions = 4444
Total Book Moves = 6375

$000E904E0E062B59, $01000FD7
$8009039000005A7B
$8000024000001A71
$80171FF0000128ED
$801B1FF000003DBD
$800E1FF0000016E3
$801D1FF000002AB9
$801C179000002B7E
$802C04A000001934
$801303C000002AB9
$8014095000002B7E
$801416A000002AB9
$80011FF000002AB9
$804A1FF000002AB9
$802E17F000002B7E
$803D042000001934
$801B03E000001BB6
$80371FF000002B7E
$800817700000272D
$801406D000001B34
$800201B0000029ED
$80271FF000001B34
$803309E000001A71
$80181610000016A2
$8022193000003AFD
$800E06C000005A7B
$80141FF00000397A
$801E1FF00000397A
$801A1AB0000037BA
$800E054000001BB6
$801D1FF00000397A
$800B1FF0000029ED
$8010099000002AB9
$80151660000019B6
$80201FF000035B7B
$80101FF000001BF7
$80281FF000002CF9
$800C1FF000001BB6
$80121FF000001B34
$802C1FF000001724
$80061FF000001AB2
$80001FF0000116A3
$80061FF000002CF9
$801C1FF0000018B2
$800E1DB0000018B2
$8009024000001AB2
$800C1FF0000018B2
$7FFC1FF000001934
$80051FF000001B34
$80051FF000001AB2
$801C1FF0000018B2
$80001FF000001BF7
$80051FF000003D3D
$80341FF000003D3D
$80331FF000003D3D
$801D1FF0000016E3
$80191FF000002B7E
$801D186000001B34
$8016079000002B7E
$80171FF00000397A
$80121AC000003CFA
$800C053000002AA4
$80191FF000002AB9
$80111C6000001B34
$8017039000005CBB
$802C1FF000001B34
$80171FF000002B7E
$80221FF000001BB6
$80271FF000005CBB
$802A1FF000006FBC
$80231FF000006FBC
$80300A8000003AE2
$8026158000003A62
$80061FF000002B7E
$80370DB0000018B2
$8031124000001A71
$80301FF0000018B2
$80301C5000006FBC
$803703A000002AB9
$80301FF000002B7E
$802D1FF000006FBC
$802D1FF000006FBC
$802A1FF0000018B2
$80281FF0000116E2
$800B1FF000003DBD
$80221890000018F3
$8020076000006FBC
$801D1FF0000018F3
$80221FF0000118EC
$801D1FF000006FBC
$801C1FF000021AB1
$80121FF0000018F3
$80271FF000021AB1
$80071FF0000038BD
$801A1FF000002AB9
$801E1FF000002AB9
$800C1FF000002AB9
$80201FF0000018F3
$800F1FF000003C7A
$7FF21FF000003C7A
$80001FF000035AB2
$801C1CB0000018F3
$800C034000001A71
$80211FF0000158A0
$801E1FF0000158A0
$801F1D80000018F3
$801E027000002AB9
$80131FF0000018F3
$80021FF000003DBD
$801F1CD0000018F3
$801C032000002AB9
$800F1FF0000018F3
$801F1CF0000018F3
$801B030000006FBC
$801819C000003C7A
$800C0630000018F3
$80161FF000001AF3
$801F1FF000002CF9
$7FF71FF000002CF9
$80201FF0000018B2
$80031FF0000128ED
$800B1FF0000018F3
$80111FF0000018F3
$80091FF000001934
$7FF81FF000002AB9
$80181AC000006FBC
$8016053000001A30
$802C1FF000003B3A
$80311FF000006FBC
$80251FF000003B3A
$80171FF000006FBC
$80191FF000001AB2
$80101FF000003DBD
$800B1FF000006FBC
$80021FF000023B76
$801A1FF000006FBC
$80161FF000003DBD
$80011FF000035AB2
$7FFE1FF000001A30
$80171FF0000018F3
$7FFD1FF000005CBB
$80221AA000002B7E
$8018055000001AF3
$80101FF000002D3E
$80171C9000002AB9
$8026036000006FBC
$80131FF000002B7E
$80261FF000001934
$801B1FF000011AB1
$80151FF000002B7E
$7FF918A000002D3E
$800C0750000018F3
$800C1FF000006FBC
$80181FF000006FBC
$80301FF000002AB9
$80281FF000002AB9
$801A1FF000002B7E
$7FF018600000170C
$7FCB05300000150C
$7FC0026000002995
$7FEA1BF00000150C
$7FE10280000022C1
$7FD2018000002481
$7FED1B600000170C
$7FE104900000150C
$7FF208200000170C
$7FE315A00000150C
$7FEA01300000158E
$7FD9010000002481
$7FF318000000170C
$7FD8041000005443
$7FD103D00000150C
$80011FF00000150C
$7FEF1FF00000170C
$7FF705B00000170C
$7FE2154000005283
$7FDE05000000150C
$7FF219600000170C
$7FF006900000158E
$7FD71C000000150C
$7FC401A0000032C2
$7FD2019000001408
$7FC600C000005443
$7FE41A200000150C
$7FD305D000005443
$7FF51FF00000170C
$7FF218400000170C
$7FE007B00000150C
$7FF61FF00000158E
$7FCE1FF000003385
$7FE21FF000003385
$7FFE1FF000002481
$7FE31FF000003385
$7FF61FF000002481
$7FD61FF0000015CF
$7FE01B9000001408
$7FE5024000003305
$7FDF023000002481
$7FD21E0000001408
$7FD001F000002481
$7FDE1FF000001408
$80021B2000001408
$7FE404D000002481
$7FF31FF00003348B
$7FEB1FF0000332C2
$7FE01FF00000170C
$800018200000158E
$7FF907D000002481
$7FF91FF000002546
$7FF71FF000011713
$7FED1FF00000150C
$7FCC1FF000001408
$7FD01FF000002546
$7FCE1E3000001408
$7FC701C000002546
$7FDC1C2000001408
$7FE003D000002546
$7FE81FF000001408
$7FCE1FF0000228D2
$7FC81FF000021489
$7FD70BD000005283
$7FC51420000014CB
$7FC51D9000005283
$7FD1026000002546
$7FD21FF000005283
$7FE41FF0000014CB
$7FF01FF000021489
$7FEE1FF000002546
$7FD51FF0000014CB
$7FE71FF000002546
$7FDC1D20000014CB
$7FD502D0000228D2
$7FD91FF000002546
$7FD61D6000002546
$7FE9029000001408
$7FEB1FF000003305
$7FCE1FF00000150C
$7FC71AE000002546
$7FC2051000001449
$7FD31FF0000025C6
$7FDB1FF000006184
$7FB41FF00003148B
$7FDA1FF0000218DA
$7FD51FF000001649
$7FD71FF00000258C
$7FC71FF000001408
$7FE41FF000002546
$7FFF1FF000002546
$7FE71FF0000014CB
$7FC218500000331A
$7FD107A00000321A
$7FE1085000005283
$7FD817A0000014CB
$7FE01FF000002546
$7FCC1FF000002481
$7FC708A000005443
$7FCC175000003242
$7FE5192000005283
$7FF806D000003845
$7FE51FF000002481
$7FE41FF0000014CB
$7FF21FF000002306
$7FDF1FF000002546
$80121FF00000150C
$7FF01FF0000014CB
$7FEB1FF00000245B
$7FE11FF00000189A
$7FCB08F00000189A
$7FBE1700000025C6
$7FE31FF000002306
$7FD81F5000001649
$7FD400A0000014CB
$7FF21C2000001649
$7FEA03D0000014CB
$7FEA1FF00003148B
$80021FF000001649
$7FD1180000003242
$7FBE058000003685
$7FD3027000003305
$7FD71FF000001649
$7FCB1FF000001649
$7FEA1FF00000158E
$7FE51B7000003685
$7FEA048000003305
$7FCB1FF00000158E
$7FD11FF00000158E
$7FC41FF0000032C2
$7FC41FF00000154D
$7FDE18F000003982
$7FF50700000118DC
$7FE31FF0000017CF
$7FE51FF000003502
$7FF71AB0000014CB
$7FF302F000004105
$7FEB0250000016CB
$7FF71FF0000014CB
$7FEF1FF0000156C3
$7FF2168000006184
$7FE3068000003502
$7FF302E0000022D5
$7FE81FF0000022D5
$7FF81FF0000238DA
$7FE41FF000006184
$7FE81FF000003385
$7FF81FF00003148B
$7FF81FF000032653
$7FDC1FF000003305
$7FEF1FF00000345A
$7FEE06A000001408
$7FEE164000006184
$7FED01A0000015CF
$7FF3018000001608
$7FF11FF000006184
$7FEF1FF000001408
$7FEE1B40000014CB
$7FE304B0000016CB
$7FF21FF0000014CB
$7FEE1FF0000014CB
$7FF01FF0000014CB
$80011FF0000016CB
$7FEC1FF00000385A
$7FF71FF0000014CB
$7FF71FF0000014CB
$80161FF0000118DC
$7FEA1FF0000014CB
$7FEC1FF0000014CB
$7FFB1FF00000148A
$801F1FF00002148B
$7FE31FF000021489
$7FF81FF000002306
$7FFA1FF000002546
$80001FF000005303
$7FF31FF000021489
$7FC7171000002481
$7FC203E0000034C5
$7FC8036000003305
$7FC801A000003742
$7FE61FF000003305
$7FCB1FF000003305
$7FEF1FF000002564
$7FD31FF0000232C2
$7FE61FF000022AA4
$7FF81FF00002270B
$80011FF0000126D5
$7FEC1FF000033CE1
$7FE61FF000002481
$7FEE1FF000002481
$7FF209700003354C
$7FDF16800003154E
$7FE01BB0000015CF
$7FE8044000003305
$7FE11FF00002254B
$7FE61FF000035303
$7FDB1FF000023AA1
$7FD91AD000002306
$7FB6032000005603
$7FD4020000005283
$7FBB1FF0000118DA
$7FD21FF00000168A
$7FCE1FF00002254B
$7FC81FF00000168A
$7FB81FF0000022C1
$7FDC1FF0000032C2
$7FD31FF0000034C5
$7FDB1FF0000054DB
$7FD41FF000002481
$7FED1FF000002481
$7FE51FF00000168A
$7FCF0780000022C1
$7FD114D0000015CF
$7FDD03A000001692
$7FCC1870000015CF
$7FCF0780000022C1
$7FCF076000002306
$7FCA14D0000015CF
$7FCF03B00000359D
$7FCF1FF000002306
$7FCF1FF0000118DA
$7FDD198000002306
$7FE3067000002481
$7FD51FF000005603
$7FD71FF000002306
$802918D000001692
$7FFE072000002306
$7FCC1FF0000015CF
$7FC91FF0000022C1
$7FCC1FF00002254B
$7FF91FF00000150C
$7FDF1FF00000150C
$7FE81C2000003845
$7FE403D000003305
$7FF71FF000003385
$7FEB1FF000002481
$7FFB1FF000002481
$7FF11EE0000034C5
$7FE6011000001449
$7FD71FF00001189B
$7FDA1FF000003845
$7FF61FF0000022C1
$7FE31FF0000022C1
$7FE61FF000001692
$7FD91FF000001692
$7FEB1FF000035543
$7FEC1FF00001189B
$7FF01BE000005603
$7FE3041000003305
$7FF51FF0000116D4
$7FEB1FF000001649
$7FE51FF0000022C1
$80001AF0000022C1
$7FFF050000001649
$7FF11FF000001649
$7FDF17C0000022C1
$7FD305B00000168A
$7FE0028000001449
$7FFC1D7000006184
$7FED0280000022C1
$7FF31FF00003354C
$7FEF18E0000022C1
$7FF40710000015CF
$7FEB1CC000006184
$7FE703300000148A
$7FEB1B300001189B
$7FEC04C0000022C1
$7FDA1FF000035543
$7FDD1C600000168A
$7FD40390000015CF
$7FDB1FF0000116D4
$7FDB1820000022C1
$7FF107D0000015CF
$7FF61C400000168A
$7FF702A000001449
$7FF801100001189B
$7FF41FF000001449
$7FEF1FF000006184
$800F1FF000012915
$7FF11FF00000168A
$7FE81FF000003305
$7FE91FF00000148A
$7FDC195000003845
$7FF506A00000148A
$7FE91FF000002481
$7FDD1FF000022A9B
$7FD21FF0000116D4
$7FEF18F0000116D4
$7FE80700000126D5
$7FF51FF000001408
$7FED1FF0000116D4
$7FDE1FF000002481
$7FFF1FF000003845
$7FD71FF000001608
$7FEB1FF000002481
$7FD91FF000003845
$7FE71DD000001408
$7FFB022000004040
$7FEA1FF00000348B
$7FE31D9000006184
$7FE402600000148A
$7FE21D600001189B
$7FDA0150000022C1
$7FE401400000148A
$7FFC1FF00000168A
$80071FF00000148A
$7FDE1FF0000034C5
$7FDA1FF000001692
$7FDE1FF0000034C5
$7FE01FF0000118DA
$7FD21FF000001408
$7FF01FF000001408
$7FD21FF00000168A
$7FE61FF000003321
$7FDF1FF000003845
$7FE71FF000003305
$7FE81FF00000168A
$7FBC1FF0000116D4
$7FEB1FF00000168A
$7FDD1FF000006184
$7FE309A000002915
$7FE6165000006184
$7FDD199000001608
$7FE0066000003321
$7FD51FF000003402
$7FE21FF000003242
$7FDE1FF000003242
$7FF01E40000126D5
$7FDE01B0000116D4
$7FFC1FF000003305
$7FD21FF000023B49
$7FE11FF000003385
$7FD91FF000023909
$7FEB1FF00000168A
$80041FF0000015CF
$7FE31FF000006184
$7FF81FF000023AA1
$7FF41FF00000168A
$7FDB1FF000006184
$7FE11FF000002915
$7FF61FF0000016CB
$80041FF000002401
$7FC21FF000023AA1
$7FCF1FF0000016CB
$7FF01FF000003242
$7FC31FF00000158E
$7FE41B9000003305
$7FEA046000003685
$7FDB1FF000005443
$7FF11FF000003845
$7FFC1FF0000016CB
$7FFA1FF000023AA1
$7FFC1FF0000116D4
$7FF31FF00000168A
$7FF21FF0000016CB
$80001FF000003321
$7FDB1FF000023AA1
$7FF1081000006184
$7FE717E0000016CB
$7FDF1FF000003621
$7FF119D000001449
$7FF40440000016CB
$7FF401E0000014CB
$800C1FF000002915
$80041FF0000015CF
$7FDA1FF00000575B
$7FF01FF00000168A
$7FFE1AC000006184
$7FD9053000002915
$7FF21FF0000136A1
$800D1FF00000168A
$80001FF0000014CB
$80141FF0000016CB
$80021FF000023AA1
$7FE5092000003305
$7FF8040000003742
$7FF412D0000015CF
$7FE91FF000003305
$7FE51B500000148A
$7FE604A000006184
$7FC31FF000003502
$7FCF1FF00000168A
$7FEC1FF000006184
$7FE71FF000001449
$7FE21FF00000158E
$7FDE1E600000170C
$7FC900A000002401
$7FCE0080000022C1
$7FCE00700000168A
$7FE31FF00000170C
$7FD507E00000170C
$7FE313400000168A
$7FDF02D000002481
$7FE801F000001408
$7FF71FF00000168A
$7FF709600000168A
$7FCF169000002401
$7FE81FF00000168A
$7FD61FF000002481
$7FD81FF000006184
$7FEB1FF000022A9B
$7FE91FF000022AA4
$7FDE1FF000006184
$7FFE1FF00001189B
$7FF11FF00001189B
$7FD8178000002481
$7FE504C0000022C1
$7FE102500000168A
$7FDA01500000148A
$7FD81FF0000014CB
$7FE91FF000003385
$7FEC189000022A9B
$7FD207600000245B
$7FE01FF000003385
$7FFA1FF00001189B
$7FE41FF00000168A
$7FE41FF000003502
$7FE61FF000005603
$7FD61FF000006184
$7FD8172000002481
$7FE704A0000022C1
$7FDB02900000148A
$7FD601B00000168A
$7FF51B800000148A
$7FE803200001189B
$7FB8015000002481
$7FD71FF0000126D5
$7FE10900000014CB
$7FDA16F0000118DA
$7FD31FF0000014CB
$7FF51D30000016CB
$7FDE02C0000014CB
$7FEE1A20000016CB
$7FDE05E0000014CB
$7FEE1FF0000116D2
$7FF11FF000006184
$7FF11FF000006184
$7FDA19D000006184
$7FDC062000002481
$7FDC18600000245B
$7FD7079000006184
$7FF71FF00000150C
$7FD01FF00000245B
$7FEC1FF000022A9B
$7FEF1FF000003385
$7FEC1FF000003385
$7FF51FF000003385
$7FB31FF000013402
$7FC91FF00000158E
$7FC31FF000006184
$7FDC1CD0000022C1
$7FD903200000150C
$7FE81FF00000150C
$7FD91FF000001692
$7FD71FF000003982
$7FDC1FF00000158E
$7FE11FF000033ADD
$7FE11FF0000027D5
$7FDA1FF0000022C1
$7FDC1FF000002481
$7FF319E00000359D
$7FEC06100000391D
$7FF01FF00000150C
$7FEE1FF00000359F
$7FD71FF00000150C
$7FF01FF0000037E6
$7FE91FF00000150C
$7FEE1FF00000150C
$7FEF1FF000006184
$7FE41FF0000026D5
$7FF71FF0000034C5
$7FFE1FF000015C51
$7FF41FF0000022C1
$7FFD1FF00000168A
$7FCE1FF00000148A
$7FC71FF000003305
$7FDA087000001408
$7FDC178000003742
$7FE2098000001408
$7FE3167000003742
$7FF11FF0000158C3
$7FED1FF000001692
$7FED1FF000003742
$7FD41FF000002546
$7FD41FF000002546
$7FE51FF000003502
$7FD41FF000002481
$7FC61FF0000014CB
$7FC61FF000006184
$7FC61FF0000014CB
$7FCD0AA0000014CB
$7FD21550000016CB
$7FD01FF0000034C5
$7FD81B80000116D4
$7FDB0470000126D5
$7FEB06D00000158E
$7FE916800000229B
$7FD102A00000150C
$7FE31FF0000118DA
$7FE61FF000006184
$7FE01FF0000118DC
$7FE01FF0000016CB
$7FE01FF000003305
$7FE71FF00000158E
$7FD91FF00000158E
$7FE61FF000003385
$7FF41FF000006184
$7FFA1FF00000168A
$7FE61FF000001449
$7FF61A900000168A
$7FF3056000001449
$7FD7081000001408
$7FDF17E00000168A
$7FCC1FF000001649
$7FE71C500000168A
$7FDB03A000006184
$7FE21FF000003385
$7FF21FF000006184
$7FE51FF00000170C
$7FEA1FF000006184
$7FE11FF00001189B
$7FDF1FF000001714
$7FE51FF000002306
$7FE71FF000002306
$7FCD1FF000002546
$7FC316700000148A
$7FC9044000003982
$7FCD02E000001408
$7FCD026000002481
$7FF01E700000245B
$7FDB018000003685
$7FF31570000014CB
$7FE604D00000191C
$7FEF02F000004105
$7FF302D000023AA1
$7FE91FF000003845
$7FED1FF000006184
$7FEE1FF000006184
$7FFC1FF000005303
$7FF31FF00000385A
$7FEC1FF000002481
$7FF21FF000003305
$7FE51FF00000245B
$7FCB1FF000002546
$7FF01FF000015543
$7FEE1FF000003742
$7FF41FF000002306
$7FD81FF000002401
$80191CF000002A63
$8016030000002B63
$8030193000001B75
$8025049000003D3D
$800D0230000019B6
$802718D0000037AC
$8010072000003EAC
$800B1D6000001975
$8003029000005B7B
$80090840000038BD
$800717B000005D3B
$80281FF000005CFB
$80141EC000002A63
$8010013000002B63
$802918C000003B3A
$801A055000006FBC
$801001E000001975
$80120B6000002D23
$8018149000002A63
$80181FF0000019B6
$800D1FF000002A63
$802E1FF000002A63
$80351FF000003B3A
$80061C3000003A62
$800503C000006FBC
$80081A1000002D23
$800905E000002A63
$80091FF000002B63
$80171FF000003D3D
$800B1FF000002B63
$80181FF000003D3D
$80291FF000005CFB
$802D1FF000005CFB
$801A1FF000003B3A
$80111FF000002A63
$7FE71FF000002D23
$802E1D2000001B75
$801102D000003D3D
$800F18D000003B3A
$800D072000006FBC
$80011FF000006FBC
$801A1FF0000019F7
$801A1A90000038BD
$8037056000001B75
$80011FF000002AB9
$8019186000002AB9
$7FFE0790000018B2
$80221FF000005AE3
$80001FF0000018F3
$80021FF000006FBC
$80131FF00001272D
$80261B9000003F59
$8032046000003819
$8034180000005CFB
$8021037000003AFD
$8032024000005B7B
$8025024000003D3D
$80201B2000006FBC
$801504D000003B3A
$80141FF000003DBD
$80311FF0000258FB
$80201FF000003AFD
$802E1FF000003B3A
$80311FF00000397A
$80071FF000001724
$800D1FF000002AB9
$80281D10000037BA
$801302E0000026EA
$80061FF0000038BD
$80261FF000003D3D
$80271FF0000258FB
$80271FF000002AB9
$800F1FF000002A19
$80291FF000002AB9
$8029088000003AFD
$8030177000005D3B
$80311FF000002AB9
$80391FF000006FBC
$80361FF000001AB2
$80251FF0000018F3
$80421FF000001AF3
$802C1FF000003CA0
$80081FF0000027AD
$80191FF000002F73
$803E1FF0000059BB
$8023198000005D3B
$801D067000006FBC
$80241A1000005D3B
$801C05E000002AB9
$80251FF0000018B2
$801C1FF000006FBC
$802F1FF000006FBC
$80131FF000001A30
$80081FF0000038BD
$80211FF0000018F3
$80101FF0000038BD
$80131FF000003A62
$80141FF000003CA9
$80351FF000002CF9
$802B1FF000001871
$80121FF000006FBC
$80261FF000003A60
$80271FF000001AB2
$80171FF000003A60
$801B1FF000001AB2
$80101FF000001AF3
$80081FF000003A60
$801F1D1000001AF3
$801202E000004F3D
$802E098000001AB2
$8023167000001830
$801F1D3000004F3D
$8013027000001AF3
$800A006000005D3B
$80121FF000003A60
$802E0BF000003A60
$801B140000003CA0
$80141FF000006FBC
$801A19B000002AB9
$8002064000001AB2
$80131FF000006FBC
$803A1FF000006FBC
$80381FF0000018F3
$80141FF000001AB2
$80141FF0000128ED
$80171FF000001AF3
$80061AB000002CF9
$8000054000001BF7
$80141FF000002CF9
$80091FF000006FBC
$800F1FF000003899
$800E1FF0000028B3
$801B1FF000006FBC
$800A1FF000006FBC
$800C1FF000002CF9
$801B1FF000004F3D
$80151FF000004F3D
$80111FF000011723
$80061FF000001830
$80231FF000003F59
$80061B4000001830
$800802F000003A62
$800A01D000004F3D
$8006042000002CF9
$800603B000001BF7
$8006134000004F3D
$800001E000003A62
$7FF60180000037BA
$8008018000001830
$80061FF000004F3D
$7FFB1FF0000037BA
$80041FF000006FBC
$800A089000006FBC
$800A176000002CF9
$80251FF0000116E4
$7FE91FF000003662
$80041FF000003CFA
$80061FF000001AB2
$80071FF000001AB2
$801A1FF000001830
$80161FF000001AB2
$80181FF00001149B
$7FEE1FF000002AB9
$80021FF0000038BD
$7FF81FF000005D3B
$800A1FF000003AFD
$80361FF000006FBC
$802C1FF000006FBC
$80341FF000006FBC
$80321FF000006FBC
$80101DC000003B3A
$800702300000397A
$80151FF0000037BA
$80171FF000006FBC
$80131FF000021AB1
$801C1FF000021723
$7FFB1FF000006FBC
$801E1FF000003B3A
$80091FF000002B7E
$80171FF000002B7E
$801F1FF000022564
$80291FF000022564
$802C1FF000002B7E
$80151FF000001975
$802F1FF000031AB1
$801B1B80000059BB
$8021047000002B7E
$80421FF000003CFA
$801B1FF0000059BB
$803016A000003AFD
$801F0510000037BA
$802F044000001AB2
$803C1FF000006FBC
$801F1FF0000332D9
$802F1FF0000116A3
$802A1FF000006FBC
$8026086000002D3E
$800A179000002B7E
$80091FF000002B73
$80191FF000001AB2
$8034081000002CF9
$802A17E000001AB2
$80370A3000002CF9
$803315C000001AB2
$80331FF000006FBC
$80321FF000006FBC
$80321FF000002CF9
$802C1FF0000128ED
$80231FF000001AB2
$801B1FF000003D3D
$7FF21FF0000019F7
$80221FF000002B7E
$80291FF000001AB2
$800E1FF000005D3B
$801D1FF000002B7E
$80170BE0000116E2
$800F141000003AFD
$80181FF0000116E2
$80131970000038BD
$800E06800000367D
$800F1FF000002AB9
$8009178000003AFD
$7FED0380000019B6
$801002F000003D3D
$800D021000001A71
$801C1FF0000138AB
$80221FF000003CFA
$80271FF0000116E2
$800D1D3000001B34
$800102C000005A7B
$801C1FF000001934
$80191830000116E2
$801107C000002CED
$80081A8000001B34
$8009057000005CBB
$801C1FF000001724
$7FFB183000006FBC
$7FFF07C000001830
$80061FF000005AE2
$7FF51AB0000016A2
$800902C000003D3D
$800D028000005CBB
$802B1FF0000116A3
$800E1FF000003AFD
$800C1FF000001B34
$800C1FF000001B34
$80091FF000001B34
$80151BE000004EB8
$8008041000005CBB
$80121FF0000039DE
$80131FF00000272D
$80201BA000001B34
$801D04500000583B
$80211FF0000138BD
$80301FF00002355E
$80220A9000005CBB
$802D156000001B34
$80131FF0000039DE
$80051FF000006FBC
$80051FF000006FBC
$80051FF0000138AB
$80051FF000005CA0
$7FE61FF000006FBC
$800F1FF0000138BD
$80151FF000003AFD
$802B1FF000021AB1
$802B1FF000001934
$800819400000367D
$7FFF06B000003D3D
$80031FF0000116A3
$80101FF000003D3D
$80101CC000001B34
$8019033000002AB9
$80021FF000002AB9
$80191FF000006FBC
$801A19500000583B
$800906A00000272D
$802D1FF000003CFA
$801B1FF00003249C
$801A1FF000006FBC
$80191FF000006FBC
$800D1D6000005CBB
$801A02900000272D
$80221FF000005CBB
$7FF20A200000397A
$801B15D000005CBB
$800C1FF000002AB9
$80241FF000003C7A
$80211FF000003AFD
$80280580000116A3
$801103A000003A62
$801B02C000001A71
$8011124000001830
$801C01D000005D3B
$8019096000006FBC
$80061690000116A3
$80171A0000003DBD
$802005F000002AB9
$801E1FF000003CFA
$80091FF0000116A3
$7FF61FF0000116E2
$7FF71FF0000016E3
$80220AF000002AB9
$801A150000004F3D
$802D1FF000003CFA
$801D1FF000006FBC
$801C1FF000006FBC
$80251FF000002AB9
$802C1A1000001A71
$801305E000005CB3
$80291FF000003DBD
$7FF507A000005CBB
$7FF6151000001B34
$8007034000003CFA
$7FF318100000583B
$7FF804F000004EB8
$800202F000001B34
$80081FF000001BB6
$80151FF000001934
$80131FF0000039DE
$80121FF000006FBC
$80041FF000035AB2
$800C1FF0000116A3
$800D1FF000003DBD
$803A1FF000033AB3
$80351FF000001724
$8009095000005AB3
$801916A000001B34
$803D061000001934
$801B05E000001BB6
$8038140000002CED
$800F1FF000001934
$80181FF000002A63
$7FFC1FF000002663
$800B1FF0000224A3
$80061FF000031AB1
$80021FF000002D3E
$800A1FF0000116E2
$80051FF0000116E2
$80241FF000031AB1
$800D1FF000001A30
$800C1D70000037BA
$8007028000002B7E
$7FFF180000002B7E
$7FFD07F0000037BA
$7FF81FF0000039DE
$801B1FF000003CFA
$80281FF000005CAA
$800E1FF000002B7E
$7FEA1FF0000116E2
$7FFE1FF000031AB1
$801808C000005CBB
$801B173000003AFD
$80161FF000005B7B
$80071FF0000039DE
$800D1FF000001B34
$801B1FF000003AFD
$801F1FF000001B34
$802B19E000002B7E
$800B061000004E78
$800D1FF000002B7E
$80151FF000006FBC
$8023090000003DBD
$801E16F000002B7E
$80241B9000006FBC
$802402F000003B3A
$801E0170000016E3
$803D1FF000006FBC
$80381FF000006FBC
$802D1FF0000016E3
$80191FF0000016E3
$802A1830000016E3
$802407C000002D3E
$80141FF000002D3E
$80161FF000002D3E
$800C1FF000002D3E
$80110870000016E3
$800D178000003B3A
$80161FF0000016E3
$80161FF000005CFB
$800E1FF0000016E3
$801C1FF000006FBC
$801E1FF000001934
$801C1FF000021AB1
$80191FF000021AB1
$80261FF000006FBC
$7FF11FF0000158A9
$80261FF000006FBC
$80191FF000006FBC
$801218B000006FBC
$80220740000016E3
$801D1FF000006FBC
$801A06F000002B7E
$80230550000038BD
$8014122000003B3A
$800400F00000583B
$801100A00000367D
$80141FF000023AB3
$802B1FF000003B33
$7FF61FF000001B34
$801D1FF000002B7E
$80281FF000002AB9
$801B1FF000002AB9
$801C1FF000002AB9
$80151FF000002AB9
$800F162000001A71
$800F038000002CF9
$8004037000005A7B
$801302E0000116E2
$80121FF000002A39
$80291FF000006FBC
$801F1FF0000128ED
$80131870000116E2
$8013078000005A7B
$800B17A000002AB9
$801205800000272D
$801002D000006FBC
$7FFB19D000006FBC
$8013062000002AB9
$80201B1000002AB9
$800D04E000006FBC
$80211AF000002AB9
$8028050000006FBC
$80241FF000002AB9
$800F1FF000002AB9
$80201FF000002D3E
$80141FF000021AB1
$80121FF000002B7E
$800D1FF000003B3A
$80471FF000002B7E
$80350AC000002B7E
$8031153000001975
$80301FF000003D3D
$80121FF00001289C
$80241FF000001B75
$80141FF0000138BD
$80261FF0000138BD
$80291FF000003D3D
$80221FF000035AFB
$800E097000003CE5
$7FF4168000001B34
$80151FF000001B34
$8022083000001B34
$801517C000004EB8
$80081A70000325A7
$800A02E000005A7B
$801402A000003D3D
$800B1FF000001B75
$80061FF0000019B6
$802A1FF000002AB9
$801B1FF000003DBD
$80021FF000002AB9
$80261FF000001830
$80031FF000003BA5
$80381FF000006FBC
$802118E000002B7E
$8023071000003AFD
$801E19A000002B7E
$8032065000005A7B
$801D1FF000001B34
$801A1FF000033873
$80111FF0000019B6
$80291FF000003DBD
$80361FF000002D3E
$803A1FF000002AB9
$80341FF000006FBC
$80391FF000002AB9
$80291FF000001A71
$80221FF000001A71
$802C1FF000003DBD
$80061FF000006FBC
$80271FF0000018F3
$801C1FF0000128ED
$80221FF0000018F3
$801F1FF0000118EC
$802A1FF0000116E2
$801E0A00000018F3
$801815F000004F3D
$801A1FF0000018F3
$80071FF0000116E2
$800B1FF0000018F3
$800809C000003C7A
$800A1630000116E2
$800A1FF000003C7A
$80331FF000005CA2
$801E1D80000018F3
$801D027000004F3D
$801D1FF00000397A
$80161FF000006FBC
$80111FF000001AF3
$80171FF000006FBC
$80151FF000002A63
$801E1FF000001A30
$80201FF000006FBC
$803E08A000001830
$8040175000001BF7
$802B1FF000003B3A
$801C1FF000006FBC
$80021FF000001AF3
$801E1FF0000027AD
$80091FF000031AB1
$80151FF000005A7B
$80141FF000001AF3
$80171FF000021723
$800F1FF000003B3A
$80181DD000002AB9
$8019022000001A71
$80211FF000002B7E
$80291FF000003DBD
$7FE31EA000003502
$7FED015000003305
$7FED1C1000003305
$7FEA03E000005283
$7FCA1E2000001649
$7FCB01D000002481
$7FC306B000005283
$7FE1162000003305
$7FC3032000002481
$7FD61FF0000015CF
$7FCB1FF0000015CF
$7FEC1FF000002566
$7FE9182000005443
$7FEC0390000022C1
$7FD8019000005283
$7FEC019000003305
$7FE90120000015CF
$7FDB0910000015CF
$800216E0000022C1
$7FDE1FF00000150C
$7FE81FF000003305
$7FEE1FF000003305
$7FCC1FF0000017CF
$7FDE098000003305
$7FE4167000003502
$7FD20680000015CF
$7FE014F000003305
$7FE40480000016D3
$7FEB1FF000003502
$7FDB1FF00000150C
$7FF508B0000022C1
$7FF5174000001649
$7FFE1FF000003305
$7FF71FF000003305
$7FF71FF0000022C1
$7FF51FF000003305
$7FEB1FF000003385
$7FDA1AC000001408
$7FD1046000003305
$7FD100D000005443
