Yakka Opening Book

Total Book Positions = 8507
Total Book Moves = 12184

$0005708FD29B49F4, $03000B91
$7FD81FF000006184
$7FEB1FF000006184
$7FD51FF000002481
$7FC51FF000011797
$7FBA0A9000001408
$7FCE137000002481
$7FD401F000006184
$7FF41FF000002546
$7FE21FF0000015CF
$7FF81FF00000170C
$80041FF000002546
$7FFC1FF000003242
$7FFE1FF0000118DA
$80041FF00000158E
$7FD81FF00000508B
$7FEB1FF000003305
$7FD31FF00000398B
$7FDB1FF000001649
$7FE51FF00000398B
$7FA41FF000002306
$7FBB1FF000002546
$7FD70CE000002546
$7FB2131000001649
$7FB41FF000002546
$7FCD0AA000002546
$7FB4155000001649
$7FBB1CA000002546
$7FB9035000001649
$7FD11FF000001408
$7FD51C6000002546
$7FC00390000014CB
$7F971FF000001408
$7FC61FF0000016CB
$7FFD1FF000005283
$7F901FF000002546
$7FB21FF000002546
$7FD71FF000005283
$7FAD1810000032C2
$7FB507E000005283
$80011FF000001714
$7FEA1FF000023AA1
$7FFE1FF0000026D5
$7FE31FF000001408
$7FF61FF000001408
$7FD61FF0000226D5
$80001BA000006184
$7FCC026000005603
$7FEE01F0000014CB
$7FD40BF0000014CB
$7FD7140000006184
$7FAB1FF0000560C4
$7FC61FF0000228D2
$7FE21FF000003385
$7FD41FF0000014CB
$7FCA08F000006184
$7FCD170000002995
$7FF21FF000001649
$7FE91FF000001408
$7FBD1FF000003845
$7FD30C3000006184
$7FE813C0000022D5
$7FEE1FF000002546
$80001FF000006184
$80031FF0000016CB
$7FE81FF000005303
$7FDC1FF000001408
$7FDE1FF0000126CC
$7FD01FF000003305
$7FEB1FF000021489
$7FEA1FF000003242
$801B1FF000006184
$7FE81FF000006184
$7FF01FF000003982
$7FD81FF000002481
$7FD91FF000002481
$7FBF1FF00000158E
$7FA71FF0000014CB
$7FCC1FF0000014CB
$7FA41FF000003305
$7FC21FF000002481
$7FD21FF000002481
$7FBB1FF000001449
$7FE01FF0000118DA
$7FCE1FF000002481
$7FE71FF000003305
$80161FF000002306
$80031FF000006184
$7FED18700000245B
$7FAF07800000150C
$7FE81FF0000014CB
$7FBC1FF0000014CB
$7FBE1FF00000245B
$7FE81FF0000154C3
$7FCE1FF0000037E6
$7FB71FF00000591B
$7FD41FF000002612
$7FBF1FF0000118DA
$7FEF1FF00000258C
$7FF31FF0000118DA
$7FC71FF000011715
$7FDE1FF000001408
$7FE41B3000006184
$7FEB04C0000014CB
$7FC71FF000003982
$7FD01FF000031489
$7FF11980000014CB
$7FDB041000003242
$7FDC027000006184
$7FEA1FF000006184
$7FC71B20000022D5
$7FF904D0000054C3
$7FD71A4000006184
$7FD705B0000014CB
$7FDC1B9000003305
$7FEE046000003685
$7FF91FF000003685
$7FC91FF000012915
$7FBE1FF0000014CB
$7F851FF000004040
$7FC81FF0000016CB
$7FCB1FF0000016CB
$7FF61C9000003385
$7FDB0360000032C2
$80041FF000003385
$7FDB1FF00000158E
$7FFD1FF0000014CB
$80001FF0000014CB
$7FDD1FF0000014CB
$7FC01FF000003385
$7FB01FF0000034C5
$7FE71FF000001692
$7FDE1FF000005543
$7FA21FF00000154D
$7FD91FF0000054D5
$7FD31FF00000158E
$7FDD150000001408
$7FF10410000015CF
$7FBF03D000002312
$7FEA03100000345A
$7FF31FF000002312
$7FEE1FF0000015CF
$7FD11FF000001408
$7FEF1FF00001191B
$7FDA1FF0000156C3
$7FD61FF0000054DB
$7FEB1FF000006184
$7FC11FF0000022D5
$7FC21FF0000022D5
$7FB71FF0000034DA
$7FCE1FF000006184
$7FC21AD000006184
$7FC705200000154D
$7FD71FF000006184
$7FC41FF000003982
$7FE51FF000003463
$7FEB1FF000003463
$7FEC1A7000001408
$7FD70580000032C2
$7FF01FF000006184
$7FC31FF000002753
$7FD61FF0000028D9
$7FEB1FF000001649
$7FCE1FF000031489
$7FDF197000022712
$7FD8068000002753
$7FDD1FF000001408
$7FDC1FF0000015CF
$7FFF1FF0000016CB
$800C1FF000001649
$7FF71FF000015543
$7FD61FF0000014CB
$7FD516C00000321A
$7FE2061000006184
$7FCC0320000015CF
$7FEA1AA000006184
$7FEE05500000321A
$7FE21B8000006184
$7FD20470000015CF
$7FDC1FF000006184
$7FE41A7000001608
$7FD6058000001408
$7FD7172000001608
$7FDA049000001408
$7FDF0440000015CF
$7FE007B0000015CF
$7FE3143000001608
$7FE1041000001408
$7FEB1FF000001408
$7FFB1FF0000015CF
$7FDF1D1000001408
$7FE402E000001608
$7FE21D4000006184
$7FDE02B000001408
$80091FF0000015CF
$7FE41FF000006184
$7FD51FF000006184
$7FF51FF000006184
$7FCE1FF0000126D5
$7FE11FF0000014CB
$7FED1FF0000015CF
$7FDA1FF0000126D5
$7FF71FF0000016CB
$7FEA1FF0000014CB
$7FD11FF000002915
$7FCF1FF000033CE1
$7FD71FF000001608
$7FB01FF0000061C6
$7FDA1FF000002566
$7FF41FF0000014CB
$7FF81FF0000014CB
$7FB51FF0000052C3
$7F891FF0000118DC
$7FD81FF000002612
$7FD4181000003502
$7FDB07E000003982
$7FD91FF000003385
$80131FF000011489
$7FE21FF000003685
$7FC11FF000002712
$801C1FF000006184
$7FCC1FF0000026D5
$80041A10000016CB
$800405E000006184
$7FAA1FF000003305
$7FB21FF000006184
$7FB61BA000002481
$7F82033000003742
$7FAA012000006184
$7F811FF000003305
$7FDA08D000002481
$7FEB172000006184
$7FFA18F000006184
$7FD9070000002481
$7FB61FF000006184
$7FE71FF000055D0C
$7FD81FF000006184
$7FC31FF0000034C5
$7FEF08200002270B
$7FE817D0000034C5
$7FCB1FF0000026A4
$7FBE1FF000006184
$7FD21FF000002481
$80881FF000012915
$7FEC1FF000003502
$7FF41FF000001608
$80591FF00000285B
$7FCC17C000001408
$7FC5033000003305
$7FBB0320000118DA
$7FBA01D000005443
$7FBD0A0000006184
$7FC315F0000022C1
$7FE61FF000001755
$7FCE1FF00002254B
$7FE21FF00002354C
$7FCE1FF0000015CF
$7FE8189000006184
$7FE0076000001408
$7FEF1FF000002915
$7FD6051000006184
$7FD11500000118DA
$7FEB03E000005283
$7FA0020000006144
$7FE4096000005283
$7FE9169000002481
$7FAC1FF000005818
$7FF50B0000002306
$7F8C14F00000154D
$7FE91FF000002306
$7FE91FF000003298
$7FC91FF00000168A
$7FB31FF000022915
$7FBE1FF00002254B
$7F8F1FF000002546
$800C1FF0000322C1
$7FEE1FF000013693
$7FF21FF000002546
$7FDB1FF00000549B
$7FFB1FF000003305
$7FBB1FF0000118DA
$7FD71FF000005443
$7FFB1FF000002481
$7FD21FF0000015CF
$7FDA1FF0000015CF
$7FD11FF0000022C1
$7FCF1FF0000022C1
$7FC91FF000002481
$7FB31FF00000154D
$7FD61FF000002306
$7FC11FF000002306
$7FB21FF0000025C6
$7FBC1FF000002306
$7F851FF000002481
$7FC31FF00000150C
$7FA31FF0000017CF
$80181FF0000032C2
$7FA21AB0000022C1
$7FC7031000002546
$7FD302300000150C
$7FC31FF000003982
$7FE51FF000003742
$800E1FF00000158E
$7FB71FF000001692
$7FDC1FF00000254B
$7FF11FF00000244B
$7FD91FF0000034C5
$7FCF1FF000006184
$7FAB1FF0000126D5
$7FC01FF00001189B
$7FC61FF0000126D5
$7FD31FF0000126D5
$7FDF1FF000006184
$7FEF1FF00000245B
$7FEE1FF00000150C
$7FD30A200000158E
$7FF215D000003982
$7FAB1C8000003845
$7FBF037000003305
$7FC81FF000022A9B
$7FDA1CC000006184
$7FE003300001189B
$7FD906500001189B
$7FEF15D0000015CF
$7FC903C000012995
$7FD71FF000006184
$80011FF000006184
$7FCD1FF000001649
$7FD41FF000006184
$7FB41C0000006184
$7FBC03F0000022C1
$7FD91FF0000116D4
$7FE21FF0000116D4
$7FB50D00000022C1
$7FAE12F00000158E
$7FC81B300001189B
$7FF604C0000022C1
$80191FF00000178E
$7FC41FF000003845
$7FB00950000126D5
$7FDA16A0000116D4
$7FDA1FF000006184
$7FD31B6000003305
$7FD8049000005603
$7FD508E0000015CF
$7FD3171000003305
$7FD71FF0000015CF
$7FCA1FF000003305
$7FC116A000001408
$7FD303E0000022C1
$7FBD02E000003305
$7FE0028000003242
$7FCF18100000148A
$7FE50530000027D5
$7FBC02B000002915
$7FC51FF00001189B
$7FDE1FF00000168A
$7FEB1FF00000168A
$7FC31FF00001368C
$7FCF1FF00001189B
$7FBD1FF0000126D5
$7FD318E000001449
$7FDB03A0000022C1
$7FB3037000002915
$7FD21FF000006184
$7FD21FF000006184
$7FCB18100000148A
$7FC207E000001408
$7FE018900000168A
$7FD507600000148A
$7FD01FF00003354C
$7FE91A100000168A
$800A05E000002481
$7FC91C30000022C1
$7FD903C000003742
$7FCC090000006184
$7FDB16F00000168A
$7FF61FF000002481
$7FC81FF0000118DA
$7FB91FF000035543
$7FD01FF00000168A
$7FD81FF00000168A
$7FDA1FF0000116D4
$7FFD07400000168A
$7FE9045000006184
$7FBB1450000022C1
$7FEB1FF000035543
$7FBE1FF000006184
$7FFC1FF000002481
$7FDD07500001189B
$7FE815D000002481
$7FCF0210000118DA
$7FD600C000001449
$7FCC1CC000003242
$7FD303300000168A
$7FDF1FF00000168A
$7FE51FF0000116D4
$7FE11FF00000168A
$7FE91FF000004105
$7FC81FF00001189B
$7FE11FF0000032C2
$7FC81FF000022AA4
$7FD01FF000002481
$7FE71FF000001649
$7FC61FF00003295B
$7FC21FF000003845
$80091FF0000118DA
$7FE7086000001408
$7FF41790000118DA
$7FBD1FF000003305
$7FF21FF000013685
$7FE01FF000003305
$7FF91FF000002481
$7F851FF0000118DA
$7FB01FF0000118DA
$7FAF189000002481
$7FA507600001191B
$7FD51FF0000032C2
$7FD41FF000004040
$7FB91FF0000026D5
$7FD71FF000006184
$7FE31FF000033CE1
$7FE31FF000033CE1
$7FF71FF0000032C2
$7FFE1FF0000032C2
$7FCB1FF000055EC3
$7FD01FF0000026D5
$7FDC0BF000001408
$7FDE140000001649
$7FE41FF000022481
$7FCE1B200000148A
$7FD104D0000022C1
$7FD21FF0000022C1
$7FD41EC000006184
$7FCB0130000022C1
$7FDA1FF00000168A
$7FE11C8000001408
$7FDA01A000001649
$7FC1011000001449
$7FB600D00000148A
$7FFE1FF000002481
$80071FF000001408
$7FCC1FF00000148A
$7FD508F0000022C1
$7FE117000001189B
$7FB218D0000022C1
$7FCE041000001449
$7FC703100001189B
$80071FF0000118DA
$802B1FF0000026D5
$7FCD1CB000006184
$7FCB034000001449
$7FDC1FF000006184
$7FE91FF0000118DA
$7FC91FF0000034C5
$7FC01FF000006184
$7FA7181000013685
$7FCD07E000055EC3
$7FB716E0000118DA
$7FD604D000002481
$7FF1044000001649
$7FE81B10000118DA
$7FAE04E000002481
$7FCC1FF000002481
$7FFB1AB000001649
$7FD1054000002481
$7FD11FF000001408
$7FFB1FF000013685
$7FC20B000000148A
$7FBC14F0000016CB
$7FCE09A000006184
$7FBC1390000016CB
$7FAE02C00000148A
$7FB918700000148A
$7FC304C0000016CB
$7FD202D000006184
$7FC71FF000001608
$7FC31FF000003321
$7FE21FF000006184
$7FE51FF000003250
$7FDE1FF000006184
$7FE709F000013685
$7FD3160000011691
$7FE41FF000003250
$7FEE1FF0000116D4
$7FBF1DC000002915
$7FBE0230000016CB
$7FD51A8000002401
$7FDA0570000016CB
$7FB81FF0000116D4
$7FE61FF0000016CB
$7FC608D000006184
$7FB317200000354C
$7FC21FF00000168A
$7FB91FF000006184
$7FAE1B700000148A
$7FB5048000006184
$7FBC1FF000006184
$7FF91FF00000168A
$7FEB0E6000022A9B
$7FE3119000003305
$7FB616000000158E
$7FBE05A00000255B
$7FD1045000003305
$7FE91940000022C1
$7FD306B00000255B
$7FDF17500000148A
$7FE0052000003489
$7FDF0380000052C3
$7FF71FF000006184
$7FED1FF000006184
$7FEA1FF00003354C
$7FC40930000116D4
$7FE316C0000126D5
$7FBF1FF00000168A
$7FC01FF000002481
$7FDA1FF000006184
$80001FF0000118DA
$80041FF000023AA1
$7FC01980000016CB
$7FD406700000168A
$7FFB1FF000006184
$80151FF0000015CF
$7FF11FF000006184
$7FF31FF000011691
$7FCC1FF00003295F
$7FC81FF0000016CB
$7FBB1FF000032CE4
$7FCA1FF00001189B
$7FD01FF000012690
$7F9E1FF000002915
$7FC21FF000005303
$7FAF1FF0000022D5
$7FCA1FF000006184
$7FC31FF000003385
$7F9C1D8000003385
$7F90027000001408
$7FBB1AC000003385
$7FB60530000022C1
$7FE11FF00000331A
$803E1FF0000018DB
$80021FF000006184
$7FCD1FF00000331A
$80131FF000002712
$7FF11FF000021489
$7FDF1FF000003845
$800A1FF0000126D5
$7FDC1FF00001189B
$7FD91FF000004105
$7FBB1FF0000118DA
$7FDA0AD0000116D4
$7FD71520000126D5
$7FD81FF000002481
$7FBC1FF0000014CB
$7FC21FF000002915
$7FDD1FF000003321
$7FBE1FF000002401
$7FBE1FF0000016CB
$7FF11C5000003242
$7FD6022000003402
$7FF40180000015CF
$7FFB1FF000003242
$7FED05C00001189B
$7FDD0580000015CF
$7FA814B00000168A
$7FFF1FF000001449
$7FCB1FF00000148A
$800E1FF00000168A
$7FFB1FF00000168A
$7FEE1FF000035543
$7FD11FF000051754
$7FC61FF000023AA1
$7FCB1FF00000168A
$7FD01FF000001449
$7FC21FF000001449
$7FD11FF0000126D5
$7FDA1FF000001649
$7FD81FF000006184
$800E1FF0000014CB
$800E1FF000023AA1
$7FBB0C70000022C1
$7FE3138000006184
$7FD01B60000022C1
$7FCA049000006184
$7FC11FF00000359D
$7FCE1FF000003305
$7FC01FF000003305
$7FF31FF000003305
$7FD309000000148A
$7FBC16F0000022C1
$7FC819700000148A
$7FD7068000006184
$7FB81FF00000148A
$7FC41FF0000022C1
$7FE21FF000006184
$7FBF1FF000003305
$7FDA1FF000003242
$7FC31FF000003385
$7FD81FF000002481
$7F9F1A1000002481
$7FB00220000022C1
$7FC00190000118DC
$7FA4019000002401
$7F8F00A00000148A
$7FC8073000002995
$7F9E135000002401
$7F9F02C00000148A
$7FCA02A0000118DC
$7FE51CA000001608
$7FE50350000022C1
$7FCE1FF000011713
$7FBF1FF00000170C
$7FB01FF00000170C
$7FAF0BE00000150C
$7FAC14100000170C
$7FC20990000027D5
$7FC6166000001608
$7FC71AE0000027D5
$7FC205100000148A
$7FCB1FF00000148A
$7FFB1FF000002481
$80141FF000011693
$7FD51FF00000150C
$7FE61FF000001408
$7FC11FF000002481
$7FCC1FF000002481
$7FD01FF00000150C
$7FD11FF00000150C
$7FDB1AE0000015CF
$7FB805100000150C
$7FBC1FF00000170C
$7FCF1FF00000150C
$7FCA1FF00000150C
$7FBF1FF00000150C
$7FD2198000001408
$7FE1031000003982
$7FC201F000002481
$7FB9017000002401
$7FC11FF00000168A
$7FDE1FF00001189B
$7FB91FF00000168A
$7FF41FF00000150C
$7FD5161000001408
$7FBE051000003982
$7FD504D000001449
$7FF21FF00000245B
$7FF41CC000006184
$7FC003300000350B
$7FC6091000001408
$7FB203A000004040
$7FAE11D00000170C
$7FA2017000003742
$7FCC1E300000170C
$7FEC01C00000148A
$7FE91FF000002481
$7FB71FF00000150C
$7FC916A000005603
$7FD904B0000022C1
$7FC904A000003742
$7FB71FF0000126D5
$7FEC0A7000002481
$7FDA158000005283
$7FBE1C100000168A
$7FC903E000006184
$7FC81FF00000168A
$7FD60880000052C3
$7FCE1770000022C1
$7FC71FF00000148A
$7FC21FF000006184
$7FAB1FF000006184
$7FDF1FF00000168A
$7FCD1FF0000118DA
$7FB31FF0000022C1
$7FE41FF000003502
$7FF71FF00000148A
$7FE31FF00000170C
$7FF2074000003742
$7FF914900001189B
$7FD8043000002915
$7FE81B7000005443
$7FFA04800001189B
$7FED09B000001608
$7FE8164000003742
$7FF01FF0000116D2
$7FEE1FF000002995
$7FEA06C000002481
$7FC214D000001AA2
$7FDF04600000168A
$7FB819A00000245B
$7FA7065000002481
$800208B000002481
$7FE31740000016CB
$7FED1FF0000116D2
$7FFE1FF00001189B
$7FF01D5000006184
$7FE402A000002915
$7FDE1AB000002915
$7FEF054000006184
$7FED1FF000006184
$80021FF000006184
$7FF71FF000006184
$7FD51FF000002481
$7FD918D0000014CB
$7FD40720000116D4
$7FB21FF00000168A
$7FB81FF000006184
$7FCA1FF000003385
$7FBF1FF0000022DC
$7FB21FF0000014CB
$7F9B1FF000033F50
$7FB11FF000003385
$7F911FF000003385
$7F9C1FF00000150C
$7FED1FF0000032C2
$7FCC18700000244B
$7FF4078000005283
$7F91182000001692
$800807D000003845
$7FCB1E2000003845
$7FCA01D0000022C1
$7FB319C000002481
$7FAF0630000118DA
$7FCA1FF00000150C
$7FB01FF000023B66
$7FE91FF000003385
$7FBF1FF00000150C
$7FA71FF00000309D
$7FCF1FF00000255F
$7FAB1FF0000027D5
$7FCA1FF000003305
$7FC71FF000003982
$7FED1FF000003742
$7FE61FF00002158F
$7FD31FF000005283
$7FE41FF0000022C1
$7FEC1FF0000035A4
$7FD11FF00000359F
$7FD31FF0000022C1
$7FAE1FF0000022C1
$7FE21FF0000037E6
$7FF81FF0000022C1
$7FE81FF00000150C
$7F961FF00000150C
$7FC51FF000002995
$80001FF000006184
$7FD91FF0000027D5
$7FDE1FF000005AB1
$7FF61FF000002915
$80751FF000003845
$7FF41FF000003502
$7FDE1FF0000022C1
$80011FF000011693
$7FFC1FF000004105
$7FA51FF000006184
$7F9C1FF00000148A
$7FB31FF000006184
$7FD21FF000006184
$7FB61FF00000150C
$7FD31FF000003982
$7FE31FF000002612
$7FEB1FF000025923
$7FBD1FF000003621
$7FED1FF0000026D5
$7FCD1FF00000351D
$7FCD1FF0000022C1
$7FC71C7000003305
$7FB80380000118DA
$7FF71FF0000118DA
$7FC01FF000003845
$7F981FF000013685
$7FC71FF000002546
$7FCA1FF0000354C3
$7FB01FF000002546
$7FBF1FF000003685
$7FA01FF000002546
$7F961FF000003982
$7FC31FF000003742
$7FA708A00000148A
$7F92055000005103
$7FA7120000002481
$7F85198000005103
$7F9A067000001608
$7FA61FF000005103
$7FA81FF00000148A
$7FB61FF000005303
$7FCF1FF000055EC3
$7FEE1FF000003385
$7FD51FF00000150C
$7FF11FF00000170C
$7FB21FF000003305
$7FDD1B10000014CB
$7FF404E0000118DA
$7FCD19C0000118DA
$7FC6063000003502
$7FD91FF0000118DA
$7FCE18E0000016CB
$7FCC071000002915
$7FD01FF000003385
$7FD11FF0000032C2
$7FBD1FF000003385
$7FDC1FF00000296B
$7FDF1FF00000150C
$7FE61FF0000118DA
$7FE41FF000006184
$7FD81FF000003385
$80091FF0000118DA
$80041FF0000034C5
$7FD71FF0000016CB
$7FE619A0000016CB
$7FE906500000168A
$7FEA1A30000126D5
$800305C0000116D4
$7FE41FF000001408
$7FEE1FF000003242
$7FF71BA000002481
$80030450000018DB
$7FF11FF0000126D5
$7FE61FF000003242
$7FC51FF00000168A
$7FEB1FF000003242
$7F9E1FF000003502
$7FE31FF00000168A
$7FDE1FF000002481
$7FD61FF000006184
$7FDC1FF000003502
$7FDC086000003982
$7FCE179000001608
$7FF31FF0000022C1
$7FEA1FF0000037E6
$7FFB1FF00000170C
$80051FF000006184
$7FF01FF000002481
$80241FF000021489
$7FF71FF000001449
$7FE91FF000006184
$7FE41FF0000118DA
$80231FF0000034C5
$7FE81FF000006184
$7FF91FF000006184
$7FDE1FF000002306
$7FBF1FF000005283
$7FAE1FF0000022C1
$7FAF1FF000002481
$7FB91FF0000022C1
$7FC81FF0000022C1
$7FE41FF000003305
$7FF81FF000003305
$7FE41FF000006184
$7FDB1FF0000015CF
$7FBE1FF000023AA1
$7FC91FF000004105
$7FDB1FF0000014CB
$7FE91FF0000036A1
$7FE51FF0000015CF
$7FF11FF0000014CB
$7FDC1FF0000014CB
$7FD51FF000006184
$7FF71FF00000345A
$7FD11FF000012915
$7FF41FF000006184
$7FDC1FF0000034C5
$80001FF0000057DB
$7FEC1FF000001449
$7FDF1FF000012712
$800B1FF000002481
$7FBE1FF000002690
$80240A5000001B75
$8028128000001BF7
$8032022000005CFB
$8039010000003D3D
$802F066000001B75
$8031061000003D3D
$800A138000001BF7
$800D1FF0000038BD
$801B1FF000001830
$801D077000005CFB
$801F16D0000019B6
$802D01A000001A30
$805A1FF000005CFB
$802D19F000005CFB
$804C060000001830
$80411B8000001975
$8044047000006FBC
$8048092000006FBC
$806816D000001975
$80121FF000003DBD
$7FE71FF000002763
$80080DD0000039DE
$801C122000003E9E
$802A182000005CFB
$803807D000002A63
$80470C4000005B7B
$801E13B000005D3B
$804D18200002355E
$804507D000005B7B
$80361FF000005B7B
$803C1FF0000039DE
$80291FF000003B1E
$80231FF000006EBC
$803E1FF000003A62
$802A1FF0000039DE
$80441FF000006EBC
$80441FF000006EBC
$801E1B6000006FBC
$802A024000003B3A
$7FFE0130000037BA
$8014012000005AFB
$804A1FF000003B3A
$80081FF0000037BA
$804519C000001975
$8030037000003B3A
$803802B000001830
$80461FF000003B3A
$8041185000006FBC
$804007A000003B3A
$802208C000001BB6
$802615B0000037BA
$801F018000003B3A
$80191FF000003B3A
$80241D9000003B3A
$800D026000001975
$805B1FF000003DBD
$80550A70000017A6
$804A158000003DBD
$802E1FF0000116E4
$802C1FF000003DBD
$804D1FF000003B3A
$802C1FF000003B3A
$80201FF000003B3A
$80401FF00000397A
$80071FF000001975
$80131FF000006FBC
$800E1FF000003B3A
$802A1FF000003A62
$80221FF000003DBD
$80081FF000003DBD
$801A1FF000006FBC
$80111FF000001830
$800C1FF0000037BA
$80291FF000006FBC
$80371FF000006EBC
$80341FF000002A63
$80421FF000005CFB
$802E1FF000005D3B
$800E087000003A62
$803F178000005D3B
$80261FF000003B3A
$804C1FF000005CFB
$80281FF000003B3A
$802A1FF000006FBC
$80441FF000005CFB
$804A1CE000005CFB
$801A0310000038BD
$802815D000006FBC
$801805A000002A63
$8028049000001975
$802D1FF000006FBC
$80251FF000003B3A
$7FF11FF000003A62
$80291FF000004FBF
$802B1FF0000137BA
$80081FF0000037BA
$80031FF000003B3A
$7FFC1FF000005AE3
$7FFE1FF0000037BA
$800A1FF000005D3B
$80041FF0000128ED
$80031FF0000018F3
$8027094000001AF3
$801B16B000001BF7
$80231FF000003CA0
$800B1FF0000018F3
$804C1FF000001975
$803C1FF000006EBC
$80301FF000006FBC
$80441FF000006EBC
$80371FF000006FBC
$80301D5000003B3A
$801702A000006FFE
$80481FF0000224A3
$802B1FF000006FBC
$80381FF000006FBC
$802D1FF000006FBC
$803E1FF000006FBC
$80111FF0000037A5
$801A1FF000032A99
$7FFF1FF00000292A
$800A1FF000002A19
$7FFE1E8000002A19
$7FCC01700002355E
$80281FF0000216E4
$80111FF000003A62
$80231FF000006FBC
$80231FF000001B75
$80091FF000002A63
$803A1FF0000258FB
$80261FF000003D3D
$802D1FF000003D3D
$80361FF000003D3D
$80351FF0000259BB
$80141FF0000026EA
$80181FF000002A19
$80391FF000003CFA
$802D1FF000003B3A
$80181FF000003B3A
$7FFC192000001BF7
$800006D0000018F3
$800A1FF000001724
$80211FF000003F59
$801C1FF0000018F3
$7FE21FF000001975
$80261FF000001A30
$80081FF000001B75
$802D1FF000003B3A
$80271FF0000059BB
$803B1FF000005D26
$80581FF0000018B2
$80541FF000002AB9
$80331FF0000224A3
$80281FF000002668
$80421FF000006FBC
$80081FF0000116A3
$7FFC1FF000006FBC
$7FFF1FF000001BF7
$80221FF000003662
$80161FF0000114DC
$80381FF000003A62
$801D1FF000006FBC
$804A1FF000003B3A
$803F1FF0000118EA
$800C1FF000003B3A
$80081FF0000118EA
$80241FF00001272D
$801C045000001830
$801513D000001AB2
$801903C000001BF7
$8009029000001AF3
$801A0100000018F3
$8004007000001A30
$801A1EF000001AB2
$8006010000001830
$802C1FF000001AF3
$80391FF0000018F3
$8012188000001830
$8011059000001A30
$800901E000001AB2
$8027098000002AB9
$801D038000004F3D
$7FF812F0000018B2
$80030C5000004F3D
$800F01F000002AB9
$801311B000001830
$80100A7000004F3D
$801A158000002CF9
$80231FF000002CF9
$80011FF000001AB2
$801B1FF000002AB9
$80011FF000001AB2
$80321850000018F3
$801F053000001830
$8002027000001AF3
$807B08800001272D
$806F177000001AB2
$80241FF000011723
$80301FF0000018F3
$8009088000004F3D
$8002045000002CF9
$8007132000001BF7
$80011FF000006FBC
$7FEB1FF0000026EA
$80061FF000006FBC
$80171FF000001A30
$8037172000004F3D
$803B04B000003B3A
$80420420000016E3
$803C1FF000003B3A
$801A1FF000002D23
$800F1FF000002CF9
$80261FF0000128ED
$80231FF00000579F
$801918C000023499
$8005073000003819
$80131FF000004F3D
$803D1FF0000018EB
$800C1FF0000028B3
$800A1FF0000018EB
$80181FF0000039DE
$800C1FF00001192B
$80291FF000003899
$800E1FF000006FBC
$80081FF000006FBC
$803C1FF000006FBC
$80391FF0000028B3
$80171FF000001A71
$80211FF0000018EB
$80241FF0000018EB
$800B1FF000003819
$802C1FF000002CF9
$80051FF000002CF9
$80391FF0000550FB
$803C1FF0000228ED
$7FF21FF000003A60
$803B1FF000011723
$80211FF00002473C
$802C1AF000002B5C
$8018050000001AB2
$802A1FF000003F59
$80071FF0000136E2
$80031FF0000228ED
$80081FF000011AB3
$7FF91FF0000037BA
$8026191000004F3D
$8021043000002A39
$802002B000001871
$8028072000001BF7
$802D15E000004F3D
$802A02F000002CF9
$802319B000002CF9
$802A064000004F3D
$80131A9000002CF9
$800D02F000001BF7
$8015027000004F3D
$801A1FF000002CF9
$801C179000001830
$801D051000001BF7
$8015035000003A62
$802C1FF000001830
$80141C9000003A62
$802D036000001830
$802619F000001BF7
$800F060000004F3D
$8028199000002CF9
$801B066000004F3D
$8029081000001830
$801F147000004F3D
$801D037000003A62
$80221FF000004F3D
$801C18A000002CF9
$8022075000001BF7
$8026086000001BF7
$8012179000002CF9
$80161FF0000039DE
$80011FF0000039DE
$801E1FF000006FBC
$801C068000001830
$804215F000004F3D
$802E038000002CF9
$80051FF0000039DE
$80251FF000006FBC
$80101FF000003A62
$80351FF0000118EA
$80341FF000032CF9
$801A1FF000001661
$805C1FF000001BF7
$80251FF000001AF3
$7FFB1FF000003B3A
$80681FF0000118EA
$80341FF000003C22
$80251FF000001BF7
$7FC8165000003AD9
$7FCA05B000003D19
$7FED03F000005B7B
$80141FF000003D22
$80361BC0000018B2
$801C0430000019F7
$7FF71AD0000116E4
$7FE6052000003CFA
$7FFE1FF000006FBC
$805C15A0000018B2
$8036044000002CF9
$8044036000004F3D
$804A02B000002AB9
$804A1FF0000018B2
$80741B0000004F3D
$804804F000002AB9
$80251FF000005CFB
$80101FF000005CFB
$80181FF000005CFB
$80471FF000006FBC
$801D1FF000053D3D
$802908E0000018B2
$803D171000002AB9
$80121FF000021723
$80371FF000006FBC
$80421FF000003B3A
$80291FF000005963
$7FFC1FF0000236E2
$7FA81FF000005D63
$80301FF000005CFB
$80471FF000005CFB
$804E1FF0000128ED
$802A1FF00000282A
$80211FF000005CFB
$801A1FF000005CFB
$802A1FF000002AA4
$802C0980000039DE
$801A167000003B1E
$801F1FF0000019F7
$80141FF000002B7E
$80301FF000002B7E
$80091FF0000059BB
$80341FF000003AFD
$800F1FF0000153A6
$802A1FF0000153A6
$801B1FF000001828
$80251FF000003D3D
$8031099000005E7B
$80551660000059BB
$801E1FF000001975
$8025097000006FBC
$803E168000003B3A
$804A1FF00002392B
$804F082000002CE4
$808117D000002BA4
$7FFB1FF000006FBC
$800D1FF000006FBC
$80181FF000002A73
$7FFD1FF000006FBC
$80441FF0000118EA
$803A1FF000001BB6
$803208C000002A73
$802B173000001AB2
$80351C9000002CF9
$8021036000002A39
$80301FF0000018B2
$802117B000002CF9
$80270480000018B2
$801F03C000006FBC
$80211FF000002B7E
$805A1FF000002974
$7FDF1FF000023499
$804F1FF0000017E7
$803B1FF00000272D
